Problem ID,Problem Name,Submission ID,Rubric ID,Sub Rubric ID (Approach),AI Total Marks,AI Max Marks,AI Normalized (Out of 10),Human Raw Score,Human Normalized (Out of 10),Total Rubric Steps
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_2.java,Type_5_Error_10,Solution 1,3,4,7.5,3/5,6.0,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_2.java,Type_6_Error_30,Solution 1,1,4,2.5,3/5,6.0,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_2.java,Type_7_Agnostic_Simple,Solution 1,9,10,9.0,3/5,6.0,2
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_3.java,Type_1_Original,Solution 1,3,4,7.5,5/5,10.0,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_3.java,Type_2_Agnostic,Solution 1,9,10,9.0,5/5,10.0,5
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_3.java,Type_3_Degraded_10,Solution 1,3,3,10.0,5/5,10.0,3
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_3.java,Type_4_Degraded_30,Solution 2,3,3,10.0,5/5,10.0,3
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_3.java,Type_5_Error_10,Solution 1,3,4,7.5,5/5,10.0,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_3.java,Type_6_Error_30,Solution 1,1,4,2.5,5/5,10.0,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,correct_3.java,Type_7_Agnostic_Simple,Solution 1,9,10,9.0,5/5,10.0,2
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,TLE.java,Type_1_Original,Solution 1,1,4,2.5,4/4,10.0,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,TLE.java,Type_2_Agnostic,Solution 1,2,10,2.0,4/4,10.0,5
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,TLE.java,Type_3_Degraded_10,Solution 1,1,3,3.33,4/4,10.0,3
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,TLE.java,Type_4_Degraded_30,Solution 1,0,2,0.0,4/4,10.0,2
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,TLE.java,Type_5_Error_10,Solution 1,1,4,2.5,4/4,10.0,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,TLE.java,Type_6_Error_30,Solution 1,1,4,2.5,4/4,10.0,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,TLE.java,Type_7_Agnostic_Simple,Simple Agnostic Evaluation Rubric,3,10,3.0,4/4,10.0,2
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,wrong.java,Type_1_Original,Solution 1,3,4,7.5,4/4,10.0,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,wrong.java,Type_2_Agnostic,Solution 1,6,10,6.0,4/4,10.0,5
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,wrong.java,Type_3_Degraded_10,Solution 1,2,3,6.67,4/4,10.0,3
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,wrong.java,Type_4_Degraded_30,Solution 1,1,2,5.0,4/4,10.0,2
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,wrong.java,Type_5_Error_10,Solution 1,3,4,7.5,4/4,10.0,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,wrong.java,Type_6_Error_30,Solution 1,2,4,5.0,4/4,10.0,4
P07,Median_of_2_Sorted_Arrays_of_Different_Sizes,wrong.java,Type_7_Agnostic_Simple,Simple Agnostic Evaluation Rubric,6,10,6.0,4/4,10.0,2
P08,Missing_in_Array,compilation_error.java,Type_1_Original,Solution 1,1,4,2.5,2/4,5.0,4
P08,Missing_in_Array,compilation_error.java,Type_2_Agnostic,Solution 1,6,10,6.0,2/4,5.0,5
P08,Missing_in_Array,compilation_error.java,Type_3_Degraded_10,Solution 1,1,3,3.33,2/4,5.0,3
P08,Missing_in_Array,compilation_error.java,Type_4_Degraded_30,Solution 1,1,2,5.0,2/4,5.0,2
P08,Missing_in_Array,compilation_error.java,Type_5_Error_10,Solution 1,3,4,7.5,2/4,5.0,4
P08,Missing_in_Array,compilation_error.java,Type_6_Error_30,Solution 1,0,4,0.0,2/4,5.0,4
P08,Missing_in_Array,compilation_error.java,Type_7_Agnostic_Simple,Solution 1,5,10,5.0,2/4,5.0,2
P08,Missing_in_Array,correct_1.java,Type_1_Original,Solution 2,4,4,10.0,4/4,10.0,4
P08,Missing_in_Array,correct_1.java,Type_2_Agnostic,Solution 1,8,10,8.0,4/4,10.0,5
P08,Missing_in_Array,correct_1.java,Type_3_Degraded_10,Solution 2,3,3,10.0,4/4,10.0,3
P08,Missing_in_Array,correct_1.java,Type_4_Degraded_30,Solution 2,2,2,10.0,4/4,10.0,2
P08,Missing_in_Array,correct_1.java,Type_5_Error_10,Solution 2,3,4,7.5,4/4,10.0,4
P08,Missing_in_Array,correct_1.java,Type_6_Error_30,Solution 2,2,4,5.0,4/4,10.0,4
P08,Missing_in_Array,correct_1.java,Type_7_Agnostic_Simple,Solution 1,9,10,9.0,4/4,10.0,2
P08,Missing_in_Array,correct_2.java,Type_1_Original,Solution 4,2,4,5.0,2/4,5.0,3
P08,Missing_in_Array,correct_2.java,Type_2_Agnostic,Solution 1,6,10,6.0,2/4,5.0,5
P08,Missing_in_Array,correct_2.java,Type_3_Degraded_10,Solution 4,2,4,5.0,2/4,5.0,3
P08,Missing_in_Array,correct_2.java,Type_4_Degraded_30,Solution 4,1,3,3.33,2/4,5.0,2
P08,Missing_in_Array,correct_2.java,Type_5_Error_10,Solution 4,2,4,5.0,2/4,5.0,3
P08,Missing_in_Array,correct_2.java,Type_6_Error_30,Solution 4,2,4,5.0,2/4,5.0,3
P08,Missing_in_Array,correct_2.java,Type_7_Agnostic_Simple,Solution 1,6,10,6.0,2/4,5.0,2
P08,Missing_in_Array,correct_3.java,Type_1_Original,Solution 1,4,4,10.0,4/4,10.0,4
P08,Missing_in_Array,correct_3.java,Type_2_Agnostic,Solution 1,9,10,9.0,4/4,10.0,5
P08,Missing_in_Array,correct_3.java,Type_3_Degraded_10,Solution 1,3,3,10.0,4/4,10.0,3
P08,Missing_in_Array,correct_3.java,Type_4_Degraded_30,Solution 1,2,2,10.0,4/4,10.0,2
P08,Missing_in_Array,correct_3.java,Type_5_Error_10,Solution 1,4,4,10.0,4/4,10.0,4
P08,Missing_in_Array,correct_3.java,Type_6_Error_30,Solution 1,4,4,10.0,4/4,10.0,4
P08,Missing_in_Array,correct_3.java,Type_7_Agnostic_Simple,Solution 1,10,10,10.0,4/4,10.0,2
P08,Missing_in_Array,TLE.java,Type_1_Original,Solution 5,4,4,10.0,,,4
P08,Missing_in_Array,TLE.java,Type_2_Agnostic,HashSet Approach,5,10,5.0,,,5
P08,Missing_in_Array,TLE.java,Type_3_Degraded_10,Solution 5,3,3,10.0,,,3
P08,Missing_in_Array,TLE.java,Type_4_Degraded_30,Solution 5,2,2,10.0,,,2
P08,Missing_in_Array,TLE.java,Type_5_Error_10,Solution 5,4,4,10.0,,,4
P08,Missing_in_Array,TLE.java,Type_6_Error_30,Solution 5,3,4,7.5,,,4
P08,Missing_in_Array,TLE.java,Type_7_Agnostic_Simple,Solution 1,7,10,7.0,,,2
P08,Missing_in_Array,wrong.java,Type_1_Original,Solution 4,2,4,5.0,2/4,5.0,3
P08,Missing_in_Array,wrong.java,Type_2_Agnostic,Solution 1,6,10,6.0,2/4,5.0,5
P08,Missing_in_Array,wrong.java,Type_3_Degraded_10,Solution 4,1,4,2.5,2/4,5.0,3
P08,Missing_in_Array,wrong.java,Type_4_Degraded_30,Solution 4,1,3,3.33,2/4,5.0,2
P08,Missing_in_Array,wrong.java,Type_5_Error_10,Solution 4,2,4,5.0,2/4,5.0,3
P08,Missing_in_Array,wrong.java,Type_6_Error_30,Solution 4,2,4,5.0,2/4,5.0,3
P08,Missing_in_Array,wrong.java,Type_7_Agnostic_Simple,Solution 1,6,10,6.0,2/4,5.0,2
P09,Non_Repeating_Numbers,compilation_error.java,Type_1_Original,Solution 2,6,6,10.0,6/6,10.0,6
P09,Non_Repeating_Numbers,compilation_error.java,Type_2_Agnostic,Solution 1,8,10,8.0,6/6,10.0,5
P09,Non_Repeating_Numbers,compilation_error.java,Type_3_Degraded_10,Solution 2,5,5,10.0,6/6,10.0,5
P09,Non_Repeating_Numbers,compilation_error.java,Type_4_Degraded_30,Solution 2,4,4,10.0,6/6,10.0,4
P09,Non_Repeating_Numbers,compilation_error.java,Type_5_Error_10,Solution 2,6,6,10.0,6/6,10.0,6
P09,Non_Repeating_Numbers,compilation_error.java,Type_6_Error_30,Solution 2,4,6,6.67,6/6,10.0,6
P09,Non_Repeating_Numbers,compilation_error.java,Type_7_Agnostic_Simple,Solution 1,9,10,9.0,6/6,10.0,2
P09,Non_Repeating_Numbers,correct_1.java,Type_1_Original,Solution 2,6,6,10.0,6/6,10.0,6
P09,Non_Repeating_Numbers,correct_1.java,Type_2_Agnostic,Solution 1,8,10,8.0,6/6,10.0,5
P09,Non_Repeating_Numbers,correct_1.java,Type_3_Degraded_10,Solution 2,5,5,10.0,6/6,10.0,5
P09,Non_Repeating_Numbers,correct_1.java,Type_4_Degraded_30,Solution 2,4,4,10.0,6/6,10.0,4
P09,Non_Repeating_Numbers,correct_1.java,Type_5_Error_10,Solution 2,6,6,10.0,6/6,10.0,6
P09,Non_Repeating_Numbers,correct_1.java,Type_6_Error_30,Solution 2,6,6,10.0,6/6,10.0,6
P09,Non_Repeating_Numbers,correct_1.java,Type_7_Agnostic_Simple,Solution 1,9,10,9.0,6/6,10.0,2
P09,Non_Repeating_Numbers,correct_2.java,Type_1_Original,Solution 2,6,6,10.0,6/6,10.0,6
P09,Non_Repeating_Numbers,correct_2.java,Type_2_Agnostic,Solution 1,8,10,8.0,6/6,10.0,5
P09,Non_Repeating_Numbers,correct_2.java,Type_3_Degraded_10,Solution 2,5,5,10.0,6/6,10.0,5
P09,Non_Repeating_Numbers,correct_2.java,Type_4_Degraded_30,Solution 2,4,4,10.0,6/6,10.0,4
P09,Non_Repeating_Numbers,correct_2.java,Type_5_Error_10,Solution 2,6,6,10.0,6/6,10.0,6
P09,Non_Repeating_Numbers,correct_2.java,Type_6_Error_30,Solution 2,4,6,6.67,6/6,10.0,6
P09,Non_Repeating_Numbers,correct_2.java,Type_7_Agnostic_Simple,Solution 1,9,10,9.0,6/6,10.0,2
P09,Non_Repeating_Numbers,correct_3.java,Type_1_Original,Solution 2,6,6,10.0,6/6,10.0,6
P09,Non_Repeating_Numbers,correct_3.java,Type_2_Agnostic,Solution 1,8,10,8.0,6/6,10.0,5
P09,Non_Repeating_Numbers,correct_3.java,Type_3_Degraded_10,Solution 2,5,5,10.0,6/6,10.0,5
P09,Non_Repeating_Numbers,correct_3.java,Type_4_Degraded_30,Solution 2,4,4,10.0,6/6,10.0,4
P09,Non_Repeating_Numbers,correct_3.java,Type_5_Error_10,Solution 2,6,6,10.0,6/6,10.0,6
P09,Non_Repeating_Numbers,correct_3.java,Type_6_Error_30,Solution 2,4,6,6.67,6/6,10.0,6
P09,Non_Repeating_Numbers,correct_3.java,Type_7_Agnostic_Simple,Solution 1,9,10,9.0,6/6,10.0,2
P09,Non_Repeating_Numbers,TLE.java,Type_1_Original,Solution 3,3,4,7.5,4/4,10.0,4
P09,Non_Repeating_Numbers,TLE.java,Type_2_Agnostic,None (custom approach using frequency counting),4,10,4.0,4/4,10.0,5
P09,Non_Repeating_Numbers,TLE.java,Type_3_Degraded_10,Solution 3,3,3,10.0,4/4,10.0,3
P09,Non_Repeating_Numbers,TLE.java,Type_4_Degraded_30,Solution 3,2,2,10.0,4/4,10.0,2
P09,Non_Repeating_Numbers,TLE.java,Type_5_Error_10,Solution 3,2,4,5.0,4/4,10.0,4
P09,Non_Repeating_Numbers,TLE.java,Type_6_Error_30,Solution 3,1,4,2.5,4/4,10.0,4
P09,Non_Repeating_Numbers,TLE.java,Type_7_Agnostic_Simple,Simple Agnostic Evaluation Rubric,4,10,4.0,4/4,10.0,2
P09,Non_Repeating_Numbers,wrong.java,Type_1_Original,Solution 2,3,6,5.0,3/6,5.0,6
P09,Non_Repeating_Numbers,wrong.java,Type_2_Agnostic,Solution 1,6,10,6.0,3/6,5.0,5
P09,Non_Repeating_Numbers,wrong.java,Type_3_Degraded_10,Solution 2,2,5,4.0,3/6,5.0,5
P09,Non_Repeating_Numbers,wrong.java,Type_4_Degraded_30,Solution 2,2,4,5.0,3/6,5.0,4
P09,Non_Repeating_Numbers,wrong.java,Type_5_Error_10,Solution 2,3,6,5.0,3/6,5.0,6
P09,Non_Repeating_Numbers,wrong.java,Type_6_Error_30,Solution 2,3,6,5.0,3/6,5.0,6
P09,Non_Repeating_Numbers,wrong.java,Type_7_Agnostic_Simple,Simple Agnostic Evaluation Rubric,5,10,5.0,3/6,5.0,2
P11,Subset_Sum_Problem,compilation_error.java,Type_1_Original,Solution 1,6,9,6.67,8/9,8.89,8
P11,Subset_Sum_Problem,compilation_error.java,Type_2_Agnostic,Solution 1,6,10,6.0,8/9,8.89,5
P11,Subset_Sum_Problem,compilation_error.java,Type_3_Degraded_10,Solution 1,5,8,6.25,8/9,8.89,7
P11,Subset_Sum_Problem,compilation_error.java,Type_4_Degraded_30,Solution 1,4,7,5.71,8/9,8.89,6
P11,Subset_Sum_Problem,compilation_error.java,Type_5_Error_10,Solution 1,4,9,4.44,8/9,8.89,8
P11,Subset_Sum_Problem,compilation_error.java,Type_6_Error_30,Solution 1,4,9,4.44,8/9,8.89,8
P11,Subset_Sum_Problem,compilation_error.java,Type_7_Agnostic_Simple,Solution 1,7,10,7.0,8/9,8.89,2
P11,Subset_Sum_Problem,correct_1.java,Type_1_Original,Solution 3,9,10,9.0,9/10,9.0,8
P11,Subset_Sum_Problem,correct_1.java,Type_2_Agnostic,Solution 1,9,10,9.0,9/10,9.0,5
P11,Subset_Sum_Problem,correct_1.java,Type_3_Degraded_10,Solution 3,8,9,8.89,9/10,9.0,7
P11,Subset_Sum_Problem,correct_1.java,Type_4_Degraded_30,Solution 3,8,8,10.0,9/10,9.0,6
P11,Subset_Sum_Problem,correct_1.java,Type_5_Error_10,Solution 3,9,10,9.0,9/10,9.0,8
P11,Subset_Sum_Problem,correct_1.java,Type_6_Error_30,Solution 3,7,10,7.0,9/10,9.0,8
P11,Subset_Sum_Problem,correct_1.java,Type_7_Agnostic_Simple,Solution 1,9,10,9.0,9/10,9.0,2
P11,Subset_Sum_Problem,correct_2.java,Type_1_Original,Solution 3,9,10,9.0,7/10,7.0,8
P11,Subset_Sum_Problem,correct_2.java,Type_2_Agnostic,Solution 1,8,10,8.0,7/10,7.0,5
P11,Subset_Sum_Problem,correct_2.java,Type_3_Degraded_10,Solution 3,7,9,7.78,7/10,7.0,7
P11,Subset_Sum_Problem,correct_2.java,Type_4_Degraded_30,Solution 3,7,8,8.75,7/10,7.0,6
P11,Subset_Sum_Problem,correct_2.java,Type_5_Error_10,Solution 3,10,10,10.0,7/10,7.0,8
P11,Subset_Sum_Problem,correct_2.java,Type_6_Error_30,Solution 3,7,10,7.0,7/10,7.0,8
P11,Subset_Sum_Problem,correct_2.java,Type_7_Agnostic_Simple,Solution 1,9,10,9.0,7/10,7.0,2
P11,Subset_Sum_Problem,correct_3.java,Type_1_Original,Solution 3,9,10,9.0,10/10,10.0,8
P11,Subset_Sum_Problem,correct_3.java,Type_2_Agnostic,Solution 1,9,10,9.0,10/10,10.0,5
P11,Subset_Sum_Problem,correct_3.java,Type_3_Degraded_10,Solution 3,7,9,7.78,10/10,10.0,7
P11,Subset_Sum_Problem,correct_3.java,Type_4_Degraded_30,Solution 3,6,8,7.5,10/10,10.0,6
P11,Subset_Sum_Problem,correct_3.java,Type_5_Error_10,Solution 3,10,10,10.0,10/10,10.0,8
P11,Subset_Sum_Problem,correct_3.java,Type_6_Error_30,Solution 3,7,10,7.0,10/10,10.0,8
P11,Subset_Sum_Problem,correct_3.java,Type_7_Agnostic_Simple,Solution 1,9,10,9.0,10/10,10.0,2
P11,Subset_Sum_Problem,TLE.java,Type_1_Original,Solution 2,8,9,8.89,9/9,10.0,8
P11,Subset_Sum_Problem,TLE.java,Type_2_Agnostic,Unknown,7,10,7.0,9/9,10.0,5
P11,Subset_Sum_Problem,TLE.java,Type_3_Degraded_10,Solution 2,6,8,7.5,9/9,10.0,7
P11,Subset_Sum_Problem,TLE.java,Type_4_Degraded_30,Solution 2,6,7,8.57,9/9,10.0,6
P11,Subset_Sum_Problem,TLE.java,Type_5_Error_10,Solution 2,9,9,10.0,9/9,10.0,8
P11,Subset_Sum_Problem,TLE.java,Type_6_Error_30,Solution 2,7,9,7.78,9/9,10.0,8
P11,Subset_Sum_Problem,TLE.java,Type_7_Agnostic_Simple,Solution 1,9,10,9.0,9/9,10.0,2
P11,Subset_Sum_Problem,wrong.java,Type_1_Original,Solution 2,4,9,4.44,6/9,6.67,8
P11,Subset_Sum_Problem,wrong.java,Type_2_Agnostic,Solution 1,5,10,5.0,6/9,6.67,5
P11,Subset_Sum_Problem,wrong.java,Type_3_Degraded_10,Solution 2,3,8,3.75,6/9,6.67,7
P11,Subset_Sum_Problem,wrong.java,Type_4_Degraded_30,Solution 2,2,7,2.86,6/9,6.67,6
P11,Subset_Sum_Problem,wrong.java,Type_5_Error_10,Solution 2,3,9,3.33,6/9,6.67,8
P11,Subset_Sum_Problem,wrong.java,Type_6_Error_30,Solution 2,2,9,2.22,6/9,6.67,8
P11,Subset_Sum_Problem,wrong.java,Type_7_Agnostic_Simple,Solution 1,3,10,3.0,6/9,6.67,2
P12,Cycle_in_a_Directed_Graph,compilation_error.java,Type_1_Original,Solution 1,3,4,7.5,4/4,10.0,4
P12,Cycle_in_a_Directed_Graph,compilation_error.java,Type_2_Agnostic,Solution 1,6,10,6.0,4/4,10.0,5
P12,Cycle_in_a_Directed_Graph,compilation_error.java,Type_3_Degraded_10,Solution 1,2,3,6.67,4/4,10.0,3
P12,Cycle_in_a_Directed_Graph,compilation_error.java,Type_4_Degraded_30,Solution 1,2,2,10.0,4/4,10.0,2
P12,Cycle_in_a_Directed_Graph,compilation_error.java,Type_5_Error_10,Solution 1,3,4,7.5,4/4,10.0,4
P12,Cycle_in_a_Directed_Graph,compilation_error.java,Type_6_Error_30,Solution 1,3,4,7.5,4/4,10.0,4
P12,Cycle_in_a_Directed_Graph,compilation_error.java,Type_7_Agnostic_Simple,Solution 1,5,10,5.0,4/4,10.0,2
P12,Cycle_in_a_Directed_Graph,correct_1.java,Type_1_Original,Solution 1,4,4,10.0,4/4,10.0,4
P12,Cycle_in_a_Directed_Graph,correct_1.java,Type_2_Agnostic,Solution 1,8,10,8.0,4/4,10.0,5
P12,Cycle_in_a_Directed_Graph,correct_1.java,Type_3_Degraded_10,Solution 1,3,3,10.0,4/4,10.0,3
P12,Cycle_in_a_Directed_Graph,correct_1.java,Type_4_Degraded_30,Solution 1,2,2,10.0,4/4,10.0,2
P12,Cycle_in_a_Directed_Graph,correct_1.java,Type_5_Error_10,Solution 1,4,4,10.0,4/4,10.0,4
P12,Cycle_in_a_Directed_Graph,correct_1.java,Type_6_Error_30,Solution 1,3,4,7.5,4/4,10.0,4
P12,Cycle_in_a_Directed_Graph,correct_1.java,Type_7_Agnostic_Simple,Solution 1,9,10,9.0,4/4,10.0,2
P12,Cycle_in_a_Directed_Graph,correct_2.java,Type_1_Original,Solution 1,4,4,10.0,4/4,10.0,4
P12,Cycle_in_a_Directed_Graph,correct_2.java,Type_2_Agnostic,Solution 1,8,10,8.0,4/4,10.0,5
P12,Cycle_in_a_Directed_Graph,correct_2.java,Type_3_Degraded_10,Solution 1,3,3,10.0,4/4,10.0,3
P12,Cycle_in_a_Directed_Graph,correct_2.java,Type_4_Degraded_30,Solution 1,2,2,10.0,4/4,10.0,2
P12,Cycle_in_a_Directed_Graph,correct_2.java,Type_5_Error_10,Solution 1,4,4,10.0,4/4,10.0,4
P12,Cycle_in_a_Directed_Graph,correct_2.java,Type_6_Error_30,Solution 1,3,4,7.5,4/4,10.0,4
P12,Cycle_in_a_Directed_Graph,correct_2.java,Type_7_Agnostic_Simple,Solution 1,9,10,9.0,4/4,10.0,2
P12,Cycle_in_a_Directed_Graph,correct_3.java,Type_1_Original,Solution 2,4,4,10.0,4/4,10.0,4
P12,Cycle_in_a_Directed_Graph,correct_3.java,Type_2_Agnostic,Solution 1,8,10,8.0,4/4,10.0,5
P12,Cycle_in_a_Directed_Graph,correct_3.java,Type_3_Degraded_10,Solution 2,3,3,10.0,4/4,10.0,3
P12,Cycle_in_a_Directed_Graph,correct_3.java,Type_4_Degraded_30,Solution 2,2,2,10.0,4/4,10.0,2
P12,Cycle_in_a_Directed_Graph,correct_3.java,Type_5_Error_10,Solution 2,4,4,10.0,4/4,10.0,4
P12,Cycle_in_a_Directed_Graph,correct_3.java,Type_6_Error_30,Solution 2,2,4,5.0,4/4,10.0,4
P12,Cycle_in_a_Directed_Graph,correct_3.java,Type_7_Agnostic_Simple,Solution 1,9,10,9.0,4/4,10.0,2
P12,Cycle_in_a_Directed_Graph,TLE.java,Type_1_Original,Solution 1,2,4,5.0,2/4,5.0,4
P12,Cycle_in_a_Directed_Graph,TLE.java,Type_2_Agnostic,Solution 1,4,10,4.0,2/4,5.0,5
P12,Cycle_in_a_Directed_Graph,TLE.java,Type_3_Degraded_10,Solution 1,1,3,3.33,2/4,5.0,3
P12,Cycle_in_a_Directed_Graph,TLE.java,Type_4_Degraded_30,Solution 1,1,2,5.0,2/4,5.0,2
P12,Cycle_in_a_Directed_Graph,TLE.java,Type_5_Error_10,Solution 1,2,4,5.0,2/4,5.0,4
P12,Cycle_in_a_Directed_Graph,TLE.java,Type_6_Error_30,Solution 1,3,4,7.5,2/4,5.0,4
P12,Cycle_in_a_Directed_Graph,TLE.java,Type_7_Agnostic_Simple,Solution 1,6,10,6.0,2/4,5.0,2
P12,Cycle_in_a_Directed_Graph,wrong.java,Type_1_Original,Solution 2,0,4,0.0,0/4,0.0,4
P12,Cycle_in_a_Directed_Graph,wrong.java,Type_2_Agnostic,BFS-based cycle detection,3,10,3.0,0/4,0.0,5
P12,Cycle_in_a_Directed_Graph,wrong.java,Type_3_Degraded_10,Solution 2,0,3,0.0,0/4,0.0,3
P12,Cycle_in_a_Directed_Graph,wrong.java,Type_4_Degraded_30,Solution 2,0,2,0.0,0/4,0.0,2
P12,Cycle_in_a_Directed_Graph,wrong.java,Type_5_Error_10,Solution 2,0,4,0.0,0/4,0.0,4
P12,Cycle_in_a_Directed_Graph,wrong.java,Type_6_Error_30,Solution 2,0,4,0.0,0/4,0.0,4
P12,Cycle_in_a_Directed_Graph,wrong.java,Type_7_Agnostic_Simple,Solution 1,2,10,2.0,0/4,0.0,2
P13,Maximum_Weight_Node,compilation_error.java,Type_1_Original,Solution 1,0,4,0.0,0/4,0.0,4
P13,Maximum_Weight_Node,compilation_error.java,Type_2_Agnostic,Solution 1,3,10,3.0,0/4,0.0,5
P13,Maximum_Weight_Node,compilation_error.java,Type_3_Degraded_10,Solution 1,0,3,0.0,0/4,0.0,3
P13,Maximum_Weight_Node,compilation_error.java,Type_4_Degraded_30,Solution 1,0,2,0.0,0/4,0.0,2
P13,Maximum_Weight_Node,compilation_error.java,Type_5_Error_10,Solution 1,0,4,0.0,0/4,0.0,4
P13,Maximum_Weight_Node,compilation_error.java,Type_6_Error_30,Solution 1,0,4,0.0,0/4,0.0,4
P13,Maximum_Weight_Node,compilation_error.java,Type_7_Agnostic_Simple,Solution 1,1,10,1.0,0/4,0.0,2
P13,Maximum_Weight_Node,correct_1.java,Type_1_Original,Solution 1,4,4,10.0,4/4,10.0,4
P13,Maximum_Weight_Node,correct_1.java,Type_2_Agnostic,Unknown,9,10,9.0,4/4,10.0,5
P13,Maximum_Weight_Node,correct_1.java,Type_3_Degraded_10,Solution 1,3,3,10.0,4/4,10.0,3
P13,Maximum_Weight_Node,correct_1.java,Type_4_Degraded_30,Solution 1,2,2,10.0,4/4,10.0,2
P13,Maximum_Weight_Node,correct_1.java,Type_5_Error_10,Solution 1,4,4,10.0,4/4,10.0,4
P13,Maximum_Weight_Node,correct_1.java,Type_6_Error_30,Solution 1,2,4,5.0,4/4,10.0,4
P13,Maximum_Weight_Node,correct_1.java,Type_7_Agnostic_Simple,Simple Agnostic Evaluation Rubric,10,10,10.0,4/4,10.0,2
P13,Maximum_Weight_Node,correct_2.java,Type_1_Original,Solution 1,4,4,10.0,4/4,10.0,4
P13,Maximum_Weight_Node,correct_2.java,Type_2_Agnostic,Solution 1,9,10,9.0,4/4,10.0,5
P13,Maximum_Weight_Node,correct_2.java,Type_3_Degraded_10,Solution 1,3,3,10.0,4/4,10.0,3
P13,Maximum_Weight_Node,correct_2.java,Type_4_Degraded_30,Solution 1,2,2,10.0,4/4,10.0,2
P13,Maximum_Weight_Node,correct_2.java,Type_5_Error_10,Solution 1,4,4,10.0,4/4,10.0,4
P13,Maximum_Weight_Node,correct_2.java,Type_6_Error_30,Solution 1,2,4,5.0,4/4,10.0,4
P13,Maximum_Weight_Node,correct_2.java,Type_7_Agnostic_Simple,Solution 1,10,10,10.0,4/4,10.0,2
P13,Maximum_Weight_Node,correct_3.java,Type_1_Original,Solution 1,3,4,7.5,4/4,10.0,4
P13,Maximum_Weight_Node,correct_3.java,Type_2_Agnostic,Solution 1,9,10,9.0,4/4,10.0,5
P13,Maximum_Weight_Node,correct_3.java,Type_3_Degraded_10,Solution 1,2,3,6.67,4/4,10.0,3
P13,Maximum_Weight_Node,correct_3.java,Type_4_Degraded_30,Solution 1,2,2,10.0,4/4,10.0,2
P13,Maximum_Weight_Node,correct_3.java,Type_5_Error_10,Solution 1,4,4,10.0,4/4,10.0,4
P13,Maximum_Weight_Node,correct_3.java,Type_6_Error_30,Solution 1,2,4,5.0,4/4,10.0,4
P13,Maximum_Weight_Node,correct_3.java,Type_7_Agnostic_Simple,Solution 1,10,10,10.0,4/4,10.0,2
P13,Maximum_Weight_Node,TLE.java,Type_1_Original,Solution 1,4,4,10.0,3/4,7.5,4
P13,Maximum_Weight_Node,TLE.java,Type_2_Agnostic,Solution 1,5,10,5.0,3/4,7.5,5
P13,Maximum_Weight_Node,TLE.java,Type_3_Degraded_10,Solution 1,3,3,10.0,3/4,7.5,3
P13,Maximum_Weight_Node,TLE.java,Type_4_Degraded_30,Solution 1,2,2,10.0,3/4,7.5,2
P13,Maximum_Weight_Node,TLE.java,Type_5_Error_10,Solution 1,4,4,10.0,3/4,7.5,4
P13,Maximum_Weight_Node,TLE.java,Type_6_Error_30,Solution 1,1,4,2.5,3/4,7.5,4
P13,Maximum_Weight_Node,TLE.java,Type_7_Agnostic_Simple,Simple Agnostic Evaluation Rubric,6,10,6.0,3/4,7.5,2
P13,Maximum_Weight_Node,wrong.java,Type_1_Original,Solution 3,1,4,2.5,3/4,7.5,4
P13,Maximum_Weight_Node,wrong.java,Type_2_Agnostic,Solution 1,4,10,4.0,3/4,7.5,5
P13,Maximum_Weight_Node,wrong.java,Type_3_Degraded_10,Solution 3,0,3,0.0,3/4,7.5,3
P13,Maximum_Weight_Node,wrong.java,Type_4_Degraded_30,Solution 3,0,2,0.0,3/4,7.5,2
P13,Maximum_Weight_Node,wrong.java,Type_5_Error_10,Solution 3,1,4,2.5,3/4,7.5,4
P13,Maximum_Weight_Node,wrong.java,Type_6_Error_30,Solution 3,1,4,2.5,3/4,7.5,4
P13,Maximum_Weight_Node,wrong.java,Type_7_Agnostic_Simple,Simple Agnostic Evaluation Rubric,4,10,4.0,3/4,7.5,2
